Conflict,Stimulus_Side,ITI,Previous_Response,Previous_RT,Cue_Response,Cue_Response_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Duration,Participant,Task
False,LEFT,1016.6666687000001,,,,,LEFT,554.1135000000281,2019-11-19 11:21:59.468053,2019-11-19 11:22:00.233491,1,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,1100.0000022,,,,,LEFT,432.653700000003,2019-11-19 11:22:01.360243,2019-11-19 11:22:02.001507,2,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,516.6666677000001,,,,,LEFT,1470.215699999983,2019-11-19 11:22:02.537020,2019-11-19 11:22:04.215610,3,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,1466.6666696,,,,,LEFT,536.595200000022,2019-11-19 11:22:05.702581,2019-11-19 11:22:06.447282,4,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,666.6666680000001,,,,,LEFT,407.18249999997624,2019-11-19 11:22:07.132822,2019-11-19 11:22:07.748971,5,5.509875699999999,Pilot5_,Conflict_Resolution
False,RIGHT,783.3333349000001,,,,,RIGHT,551.5192000000297,2019-11-19 11:22:08.552818,2019-11-19 11:22:09.312670,6,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,883.3333351,,,,,LEFT,1078.6014999999907,2019-11-19 11:22:10.216393,2019-11-19 11:22:11.504082,7,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,1433.3333362,,,,,RIGHT,844.385500000044,2019-11-19 11:22:12.955891,2019-11-19 11:22:14.008461,8,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,1066.6666688,,,,,LEFT,692.018800000028,2019-11-19 11:22:15.100275,2019-11-19 11:22:15.999230,9,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,1316.6666693,,,,,RIGHT,517.4842000000126,2019-11-19 11:22:17.335361,2019-11-19 11:22:18.060338,10,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,666.6666680000001,,,,,LEFT,530.07690000004,2019-11-19 11:22:18.755089,2019-11-19 11:22:19.492343,11,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,533.3333344,,,,,LEFT,534.371100000044,2019-11-19 11:22:20.051845,2019-11-19 11:22:20.794247,12,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,650.0000013,,,,,RIGHT,863.0640999999741,2019-11-19 11:22:21.472646,2019-11-19 11:22:22.544824,13,5.509875699999999,Pilot5_,Conflict_Resolution
False,RIGHT,683.3333347,,,,,RIGHT,722.3566999999775,2019-11-19 11:22:23.247577,2019-11-19 11:22:24.177929,14,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,1416.6666695000001,,,,,LEFT,643.8554999999724,2019-11-19 11:22:25.613695,2019-11-19 11:22:26.465742,15,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,1016.6666687000001,,,,,LEFT,548.3389999999417,2019-11-19 11:22:27.510574,2019-11-19 11:22:28.266236,16,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,1216.6666691,,,,,LEFT,540.0558999999703,2019-11-19 11:22:29.501415,2019-11-19 11:22:30.248401,17,5.509875699999999,Pilot5_,Conflict_Resolution
False,RIGHT,1433.3333362,,,,,RIGHT,519.3895000001021,2019-11-19 11:22:31.709398,2019-11-19 11:22:32.436620,18,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,966.6666686,,,,,LEFT,980.2960000000667,2019-11-19 11:22:33.431548,2019-11-19 11:22:34.620109,19,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,600.0000012,,,,,RIGHT,953.7696999999525,2019-11-19 11:22:35.243016,2019-11-19 11:22:36.404999,20,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,633.3333346000001,,,,,LEFT,600.7221999999501,2019-11-19 11:22:37.061307,2019-11-19 11:22:37.870318,21,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,1316.6666693,,,,,RIGHT,796.4964000000236,2019-11-19 11:22:39.210129,2019-11-19 11:22:40.215477,22,5.509875699999999,Pilot5_,Conflict_Resolution
False,RIGHT,633.3333346000001,,,,,RIGHT,553.2937000000402,2019-11-19 11:22:40.872743,2019-11-19 11:22:41.634431,23,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,850.0000017,,,,,LEFT,497.6502999999184,2019-11-19 11:22:42.505422,2019-11-19 11:22:43.211286,24,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,1233.3333358,,,,,RIGHT,725.5785999999489,2019-11-19 11:22:44.466417,2019-11-19 11:22:45.399947,25,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,1000.000002,,,,,LEFT,541.9144999999617,2019-11-19 11:22:46.426202,2019-11-19 11:22:47.178185,26,5.509875699999999,Pilot5_,Conflict_Resolution
False,RIGHT,800.0000016,,,,,RIGHT,528.0502999999044,2019-11-19 11:22:47.997975,2019-11-19 11:22:48.734264,27,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,683.3333347,,,,,LEFT,529.0307999999868,2019-11-19 11:22:49.441883,2019-11-19 11:22:50.179874,28,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,1100.0000022,,,,,LEFT,520.4058000000487,2019-11-19 11:22:51.306939,2019-11-19 11:22:52.035908,29,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,1150.0000023,,,,,LEFT,390.94010000007984,2019-11-19 11:22:53.212790,2019-11-19 11:22:53.811447,30,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,1500.000003,,,,,LEFT,736.9001999999227,2019-11-19 11:22:55.342548,2019-11-19 11:22:56.286420,31,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,733.3333348,,,,,RIGHT,936.3895999999841,2019-11-19 11:22:57.047479,2019-11-19 11:22:58.192514,32,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,533.3333344,,,,,LEFT,490.0242999999591,2019-11-19 11:22:58.754733,2019-11-19 11:22:59.453126,33,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,716.6666681,,,,,LEFT,506.78979999997864,2019-11-19 11:23:00.196668,2019-11-19 11:23:00.911881,34,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,800.0000016,,,,,RIGHT,800.4378000000543,2019-11-19 11:23:01.737951,2019-11-19 11:23:02.746947,35,5.509875699999999,Pilot5_,Conflict_Resolution
False,RIGHT,833.333335,,,,,RIGHT,534.9006000000145,2019-11-19 11:23:03.600382,2019-11-19 11:23:04.343078,36,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,633.3333346000001,,,,,LEFT,523.7461000000394,2019-11-19 11:23:04.995935,2019-11-19 11:23:05.727464,37,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,583.3333345,,,,,LEFT,1036.7906000000175,2019-11-19 11:23:06.334848,2019-11-19 11:23:07.579211,38,5.509875699999999,Pilot5_,Conflict_Resolution
False,RIGHT,1033.3333354000001,,,,,RIGHT,457.50439999994796,2019-11-19 11:23:08.641328,2019-11-19 11:23:09.308100,39,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,1050.0000021,,,,,LEFT,486.9306000000506,2019-11-19 11:23:10.377679,2019-11-19 11:23:11.072261,40,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,566.6666678,,,,,LEFT,568.7695000000303,2019-11-19 11:23:11.665673,2019-11-19 11:23:12.443598,41,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,1116.6666689,,,,,LEFT,497.4898000000394,2019-11-19 11:23:13.588208,2019-11-19 11:23:14.294872,42,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,633.3333346000001,,,,,RIGHT,758.0748999999969,2019-11-19 11:23:14.953729,2019-11-19 11:23:15.920628,43,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,783.3333349000001,,,,,LEFT,522.4098999999569,2019-11-19 11:23:16.723431,2019-11-19 11:23:17.453586,44,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,900.0000018000001,,,,,LEFT,483.1544999999551,2019-11-19 11:23:18.380813,2019-11-19 11:23:19.072456,45,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,616.6666679,,,,,LEFT,596.9902000000502,2019-11-19 11:23:19.713826,2019-11-19 11:23:20.518687,46,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,916.6666685,,,,,LEFT,553.331099999923,2019-11-19 11:23:21.455182,2019-11-19 11:23:22.216395,47,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,1066.6666688,,,,,LEFT,501.36159999999563,2019-11-19 11:23:23.312883,2019-11-19 11:23:24.022652,48,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,1083.3333355,,,,,LEFT,345.0053999999909,2019-11-19 11:23:25.131812,2019-11-19 11:23:25.684504,49,5.509875699999999,Pilot5_,Conflict_Resolution
False,LEFT,900.0000018000001,,,,,LEFT,463.54599999995116,2019-11-19 11:23:26.611267,2019-11-19 11:23:27.282248,50,5.509875699999999,Pilot5_,Conflict_Resolution
True,RIGHT,1266.6666692000001,,,,,RIGHT,482.79090000005453,2019-11-19 11:23:28.575517,2019-11-19 11:23:29.266472,51,5.509875699999999,Pilot5_,Conflict_Resolution
True,LEFT,1116.6666689,,,,,LEFT,790.7718999999815,2019-11-19 11:23:30.402926,2019-11-19 11:23:31.401756,52,5.509875699999999,Pilot5_,Conflict_Resolution
